ticker,beta_spx,volatility_30d,mom_1m,mom_3m,mom_6m,mom_12m,pe_ttm,pe_forward,peg_ratio,ps_ratio,pb_ratio,ev_ebitda,fcf_yield,earnings_yield,dividend_yield,price_to_cf_ratio,revenue_yoy,revenue_cagr_3y,revenue_cagr_5y,eps_yoy,eps_cagr_3y,eps_cagr_5y,ebitda_yoy,fcf_yoy,ocf_yoy,gross_margin,operating_margin,net_margin,ebitda_margin,fcf_margin,operating_cf_margin,roe,roa,roic,roc,quality_of_earnings,cash_ratio,cf_return_on_investment,debt_to_ocf_ratio,capex_to_ocf_ratio,ocf_to_sales,asset_turnover,inventory_turnover,receivables_turnover,cash_conversion_cycle,debt_to_equity,debt_to_assets,net_debt_ebitda,interest_coverage,current_ratio,quick_ratio,payout_ratio,dividend_growth_5y,name,sector,region,style,asof_date
SPHR,,,-2.8976050308547663,37.126440289376795,,,,-9.652104,,2.0629256,0.92813027,-37.987,-6.5997622030996,,,,78.9532109628096,16.61623266761376,,-139.90854701534693,,,-106.29954726046383,-69.70808600874655,-112.79892702046344,45.7335015243363,-29.638734826154884,-4.4770742854831616,45.795814774180826,-17.912973795572093,-11.50899181459217,,-0.7398036547190288,,7.5674221557211405,2.570650179272183,0.4074883742600147,,,,-11.50899181459217,0.1652426579379819,66.52350121920458,3.2764077143200274,70.91527167565764,,31.72047322704856,2.646790130271583,,0.6302031920190787,0.6215454008077597,,,Sphere Entertainment,Entertainment,US,Turnaround,2025-10-17
TSM,,,14.098704892973647,26.216534525740443,,,32.9857,37.10891,,0.42824158,1.5554934,2.415,59.75313844432589,3.0316167308864146,111.00000000000001,0.7284528697439864,33.88813286063912,22.166296051413248,,36.00162021274096,25.051430050757606,,36.470149000975915,200.51952601974605,47.03906455508129,58.58193689765899,48.717459450044416,42.45725167986392,72.62874507818215,27.320873421851132,62.76714858531845,,21.57959256995393,,36.91474755530481,1.4783610832513412,1.6258108796972528,,0.4904556256780584,56.472654824021085,62.76714858531845,0.508266355360642,11.815100681282585,12.500367914192436,-17.85130907907471,,15.646726191672581,-0.43743983595079017,,2.359942059635386,2.139969185176944,1.1996066959745049,166.0,TSMC,Semiconductors,Asia,Blend,2025-10-17
BAKKA.OL,,,-1.3239540706024289,21.37404580152671,,,78.32512,11.951892,,4.32768,2.7128167,32.019,-0.22467094645231292,1.276729611138802,277.0,27.47576549688454,2.700309164918635,9.709064277536438,,-31.287582123414825,-12.016841551676904,,-10.769619421871768,-3475.188600167645,130.25954267142,61.06673939649412,5.0678459117613945,3.4145246894212824,17.970170192586348,-0.9510462796417957,15.406533589444516,,1.2906147882201875,,6.7923267531904665,4.512058043444905,0.6268889604993131,,3.6719739065294887,106.17300623868687,15.406533589444516,0.37797787557920093,1.7535815505750876,,,,21.38311153558576,2.747867736789714,,6.7546853004528415,1.7845251032951377,347.48616225860894,190.0,Bakkafrost,Food,Europe,Value,2025-10-17
UBER,,,-0.4626146522793584,1.9504095240401087,,,15.761498,39.203392,,4.07646,8.543724,38.04,4.426179240095915,6.344574608327204,,21.952774145864147,17.963573938467327,36.07297310190785,,422.3105458399576,,,42.573471008737094,105.08625817965496,99.07949790794979,39.69491453804061,9.526525955504848,26.67596289957956,16.397287190213603,18.04314297183664,18.569225243497918,,24.638982124736554,,15.145187729295136,0.6961032789482021,0.5135064482398048,,1.2659005575150757,2.8330868130617817,18.569225243497918,0.9236398407618452,,12.406553079947575,,,21.711810163141052,0.674268779796418,,1.06700941094458,,,,Uber Technologies,Mobility,US,Growth,2025-10-17
GRAB,,,-6.393440534145178,11.306041145561752,,,285.5,190.33334,,7.5772095,3.6579115,156.502,2.616295509059008,0.3502626970227671,,32.0181390261348,18.56718948707079,60.61874609877733,,,,,-141.89189189189187,-12416.666666666668,890.6976744186046,42.87109375,2.799479166666667,3.61328125,8.365885416666668,19.82421875,23.665364583333336,,1.1941904249596558,,2.764927380311996,6.54954954954955,1.1435185185185186,,0.5006877579092159,16.23108665749656,23.665364583333336,0.3305002689618074,52.067796610169495,4.733436055469954,39.09016927083333,,3.9160839160839163,-10.116731517509727,,2.533179012345679,2.5104166666666665,,,Grab Holdings,SuperApp,Asia,Growth,2025-10-17
ZTS,,,-2.49778694064432,-5.14779060936873,,,24.615118,22.596212,,6.7651005,12.77852,17.37,3.4950129477229335,4.062544002429727,140.0,21.676499075452373,8.333333333333325,5.97962163454151,,6.058020477815695,6.865297331786646,,5.1554828150572884,41.76434299814928,25.499362515937097,71.45444858817261,37.50665956313266,27.831646244006393,42.8236547682472,23.644112946190727,31.20937666489078,,18.346561775654983,,28.229261782678932,1.1213629402756509,0.5817702227432591,,2.302492318197337,24.240355069989757,31.20937666489078,0.6591978647186907,4.069817866435386,7.13145896656535,111.69738945125198,,47.369530097632925,1.1841254043294351,,1.7543962485345839,1.078546307151231,33.93441592649311,79.0,Zoetis,Healthcare,US,Blend,2025-10-17
NU,,,-7.706770006082364,6.353784379269589,,,31.340425,23.758064,,12.169157,7.4356384,,5.13763061675937,3.1907671960415342,,18.060327990973462,46.82767821505831,93.28610591122455,,91.36871318641863,,,,104.19414131287033,89.46966053251133,,,25.65074890756085,,40.783446960982225,43.95369795517071,,4.606471214579321,,,1.7135444315317772,,,0.14664091521838027,7.212705964858508,43.95369795517071,0.17958427768249335,,0.6454922211834582,,,1.1574943881797066,,,,,,,Nu Holdings,Fintech,LatAm,Growth,2025-10-17
BYD,,,-0.8932857272846872,0.7159802899748824,,,12.708978,12.7286825,,1.6344523,4.745665,8.489,7.048083469607461,7.8684533091488555,88.0,6.895669148139419,5.127789493731694,5.261492729484396,,-6.7853934450818665,7.6067013371734715,,2.1268758457288817,2.980024640839418,4.6537184696604506,51.602120701418464,23.730896158723887,14.015632650102141,30.108766141870696,11.51975656723251,23.702592332543144,,8.831779392864156,,18.97267051690326,1.691153936770054,0.5085845973485791,,4.117836960222065,51.3987482651164,23.702592332543144,0.6301377621223393,189.6738403578997,24.820360499152674,3.4056616093853496,,61.50359483182789,2.9805508048994884,,0.901751286766182,0.8676489717915158,10.227015268081578,210.0,BYD Company,Automotive,China,Growth,2025-10-17
PYPL,,,-3.7452631768544076,-9.483346653668356,,,14.14347,13.507158,,1.9541295,3.1388113,9.986,8.386322756333529,7.0704006866773135,,10.402694794592813,6.805280306338379,7.815910254312786,,-2.3316062176165775,-0.17621181883088477,,-1.2737920937042513,60.355450236966824,53.83027049349576,46.912547999504525,19.079028861637557,14.48965688096123,22.485445311532267,16.387959866220736,18.78483835005574,,5.733295756699464,,8.89708495178346,1.2964308612951485,0.13562510335703654,,1.6285855588526212,12.759643916913946,18.78483835005574,0.39568195463846784,,0.7078784690253848,,,12.104985847496048,0.45696185098471287,,1.2628576153464528,,,,PayPal,Fintech,US,Blend,2025-10-17
GOOGL,,,0.7734572772860604,37.55528505834569,,,26.808104,28.064734,,8.194524,8.386753,21.213,2.192520360097874,3.7302153110119236,33.0,22.761825025278966,13.86624332290156,10.754330242226517,,35.67043837658379,9.606593302753442,,38.19803819497607,4.703935534930581,23.148821575295344,58.94253888674983,32.67914022385629,31.118285186551393,42.47399696822016,17.966661191871815,36.001173939617495,,25.668286485910237,,35.03517998649657,1.156913812049527,0.2633019905298355,,0.19042241301941545,50.094235199090555,36.001173939617495,0.8248618563661562,,7.095892243026366,,,5.654783056749938,0.012646753049167027,,1.8369313974102914,,4.227873292204927,,Alphabet,Tech,US,Blend,2025-10-17
PEP,,,8.100263957719234,13.89985186183591,,,28.969639,17.690613,,2.2752738,10.780257,14.746,3.3839225798982824,3.451889752578553,373.0,17.127651854282902,0.41871194148965785,4.944012948116239,,5.554331055763706,7.930607479113383,,5.877872286403463,-9.275618374558302,-6.955810147299513,54.432794175349876,13.501111740855388,8.229062213890222,15.68099577102498,7.699350394559009,13.284213279853512,,7.590457136537747,,14.464093618989212,1.6143046357615893,0.2696917808219178,,3.687889727600919,42.041352149655395,13.284213279853512,0.9223963726663115,17.291368262344516,8.87912513306881,10.968140994899073,,45.18885660570843,2.533050670744422,,0.8189370877727042,0.6506849315068494,103.04854694278147,292.0,PepsiCo,Consumer Defensive,US,Value,2025-10-17
1810.HK,,,-18.582819374120707,-19.790576446034912,,,29.273884,40.672565,,2.788224,4.704678,31.26,,3.416014082723017,,,35.0356716978643,3.680159209607603,,35.3813550229231,6.949733358182364,,25.960933981483294,-8.659049066992242,-4.854653679090282,21.721482003085484,7.485714037720593,8.300176584690318,10.584078407521583,,,,4.217334477286245,,5.377789053388804,,0.19192886460808306,,,,,0.508101777625445,3.2769950581415532,,,,8.932382876415645,0.10838749290214342,,1.2869331976470735,0.9305191054262968,,,Xiaomi,Consumer Electronics,China,Growth,2025-10-17
MELI,,,-16.484351944840615,-15.05477240304871,,,50.50828,42.229435,,4.298547,18.130236,29.796,7.129907576730267,1.979873398975376,,12.225894738432483,37.53226980869795,43.243509473001815,,93.61702127659575,184.4859776922911,,42.78098622834297,52.407687324551944,54.0466926070039,45.870683930942896,12.304946879150066,8.520086321381141,14.724435590969456,30.648240371845947,35.1593625498008,,8.148118749007779,,14.081600254008572,4.126643935703848,0.15870625790519785,,0.8085457979225684,12.830500472143532,35.1593625498008,0.9563422765518336,81.4054054054054,2.3003341288782817,-38.68733399734393,,27.18685505635815,1.1879932356257046,,1.2131542492320664,1.195326145877251,,34.0,MercadoLibre,Ecommerce/Fintech,LatAm,Growth,2025-10-17
AMZN,,,-7.404366746406065,-3.9069855841739054,,,32.6936,34.87317,,3.4136922,6.8496695,17.587,0.5893839223328227,3.058702620696405,,18.881957250253844,10.990892246666139,10.735398559596486,,94.73459326211997,21.096575182152733,,38.492427462472875,2.051711829158509,36.41254443999718,49.60658947701474,11.370996868834304,10.5401484691913,21.448634256564553,2.011975440198914,18.079123870586443,,11.301596750808937,,22.99814048462619,1.7152627331039463,0.43904899376361944,,1.0805946985644352,88.87127797452472,18.079123870586443,1.0722426523538393,19.583737651253873,12.08342500586103,-2.5592130595578126,,20.947552704938758,0.3626716951723562,,1.063734806137178,0.8730542659852534,,,Amazon,Ecommerce,US,Growth,2025-10-17
MQ,,,-21.206896183181755,-22.278910157880127,,,,-25.38889,,3.7027092,2.4347365,-15.203,1.5047179143116072,,,37.537544584936775,-25.01970655351975,-0.660481400236379,,,,,-97.42685676928389,337.2175558973145,175.6349507202426,70.69042807408238,-19.41752135670671,-11.689339903329946,-15.449674814089102,5.571542707990644,9.864032883724798,,-4.419616130081656,,-5.841359099619738,-0.8438485804416404,2.488014340202434,,0.24222100054975262,43.51658420377497,9.864032883724798,0.378089453008603,150.4956474428727,4.66499704865503,-50.8644088629881,,0.9033600236193996,,,3.3675135113279513,3.3576047549092283,,,Marqeta,Fintech,US,Growth,2025-10-17
ASR,,,-10.059224161317882,-2.753490204485276,,,12.453055,16.799227,,0.2698692,2.6015863,4.878,86.70566504816237,8.030158061616206,847.0000000000001,0.7833878066668761,21.343114326880187,18.59468379522462,,32.808802050782894,31.321940167404772,,32.03730025518794,-7.43413782339537,15.811229457432031,52.955971810924176,55.04409018054681,41.26301857442425,72.26978220315934,33.24025283330055,48.93730368932381,,11.810432332427256,,20.685286774407498,1.1859845784442018,3.41148913386533,,1.1422928841948847,32.07583923232726,48.93730368932381,0.28622317853758833,411.1778941944349,7.6663282720385375,-23.666336212580944,,16.000085703949864,-0.3873589910859234,,4.358074545872724,4.348184968726039,7.211029572998691,236.0,Grupo Aeroportuario del Sureste,Infrastructure,LatAm,Value,2025-10-17
ATAT,,,-6.427319245802876,4.897274805088614,,,26.81295,25.013422,,0.61627597,1.5684707,6.265,33.02592340256444,3.7295411359063437,112.99999999999999,2.902264692523479,55.33611789367563,49.99903163283304,,73.01370030265744,106.39523440179181,,66.71255709487474,-14.339402655435428,-13.21111454164936,43.75722975653213,22.229687727168567,16.530805777941847,23.405522705339447,20.35308315050159,21.23431321575861,,17.53400956032215,,24.82593192325647,1.2845298348428342,1.2785065597443588,,0.97648463659919,4.15002857075234,21.23431321575861,1.060686925722577,49.91133925798514,14.314560608967332,-45.77640899107389,,21.99332285290654,-0.9640330288156017,,2.019543731099064,1.960383603094745,3.4544870485974384,,Atour Lifestyle,Hospitality,China,Growth,2025-10-17
SE,,,-12.970199353805912,0.8369440912492587,,,83.8402,77.08531,,4.968823,10.23793,51.205,,1.1927452463138208,,21.09944348255942,28.75407622424515,19.103445750474933,,194.78722980773057,,,31.989338454841555,62.280838046213226,57.591908016971786,44.95801333034319,7.49404285388606,6.19040596316286,8.670894626137674,,23.549543671616533,,5.302228210164395,,7.426825052775701,3.8042002110608557,0.21291790337098862,,0.9036771285905983,,23.549543671616533,0.8565235045514416,135.28647222261006,3.2316652144730207,-10.59931175856893,,18.22783430478281,1.0229868230146744,,1.4923372135927349,1.4796562581664978,,,Sea Ltd,Ecommerce/Fintech,Asia,Growth,2025-10-17
TKO,,,-6.728574199629634,11.475081892746664,,,76.97951,57.97222,,5.201639,3.6013806,25.591,4.604948971232462,1.2990469801639422,162.0,19.517632790311378,67.42654188020309,39.54841145358105,,-95.48074706017985,-67.43168485072668,,10.671698088506986,21.134823751393682,24.558852728868175,61.97954680569773,21.63623503510001,5.407065532411911,31.358488234580822,18.213115506378198,20.264331297550626,,1.6607485266067483,,9.631576096131509,3.747750267881696,0.7836435018198572,,3.8400474158488866,10.122296961362661,20.264331297550626,0.3071441462382173,,17.61767136837256,,,23.90072674381981,2.051841720596074,,1.2965897619796707,,118.38765252188095,,TKO Group Holdings,Media & Sports,US,Blend,2025-10-17
D05.SI,,,1.5030264779308578,12.298850063376431,,,13.197969,13.506494,,6.6779785,2.1841397,,,7.576923388742617,503.0,,10.345683917751058,16.170262937166925,,12.194394752534276,18.379303704798122,,,207.50373054785757,183.6198927713071,,,49.224721554924656,,,,,1.362396173202018,,,,,,,,,0.0276770722142504,,0.9727651257647859,,,7.845806249614673,,,,,66.47749246637089,444.00000000000006, DBS Group Holdings Ltd, Bank,Singapour,,2025-10-17
ABBNY,,,6.192794542975033,24.496983165441442,,,30.555555,29.819277,,3.9187543,9.033946,20.1,2.7560782070476275,3.2727273322314065,138.0,29.23856934745946,1.9078641228478466,4.308717735492351,,5.073431241655535,-4.697322590758846,,5.16029487399281,8.806818181818187,8.974358974358964,38.867047891350964,16.00845842268287,12.470216821539195,19.904098165356206,11.10019061234215,13.774720038122467,,10.374903981960998,,16.559704636122603,1.1046095056126104,0.28332018927444796,,1.6888648648648648,19.416216216216217,13.774720038122467,0.8319746264588547,5.730670762928828,,,,19.35475877790718,0.5237168936106539,,1.3702681388012619,0.9852129337539433,44.78165895032243,238.0,ABB Ltd,Industrials,Europe,Blend,2025-10-17
KNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konami Group Corp,Entertainment,Asia,Blend,2025-10-17
LMND,,,-14.80021847873212,19.083393122080828,,,,-18.944223,,5.8486743,6.6596637,-18.398,-0.609114121545132,,,,22.49883666821777,60.05814670083849,,,,,,-83.7879968823071,-90.42821158690177,,,-33.96037955718329,,-3.5625104045280507,-1.931080406192775,,-11.032394137688605,,,0.056862745098039215,,,,,-1.931080406192775,0.3248607430641934,,1.2635675220866638,,,5.797414958628522,,,,,,,Lemonade Inc,Fintech,US,Growth,2025-10-17
NVTS,,,141.95046473907337,154.14633938322083,,,,-74.42857,,48.86333,8.5643835,-36.741,-1.5170826314379353,,,,4.8404148207813025,51.96700290900746,,,,,-31.238677536231883,42.09830809557853,42.15664950820464,27.09375504276263,-164.63684774157582,-182.63089178048028,-72.51455983100327,-74.12971085715962,-71.41285372687665,,-31.92333926529189,,-12.675330403253518,0.3910228605394637,4.102203934922437,,,,-71.41285372687665,0.17479703983301623,4.4044065387348965,4.875339722500358,100.15586720847332,,1.8770289606080344,,,5.687949300037836,4.9559685962920925,,,Navitas Semiconductor,Semiconductors,US,Growth,2025-10-17
MHVYF,,,12.355521572804683,28.486781439672626,,,58.729168,45.467743,,0.018576851,0.03984424,1.382,617.3817534046086,1.702731426401273,59.0,0.14985515287831971,7.94540090746545,9.203103734475903,,10.550258306571859,29.300936714618796,,14.149316930939593,69.75219683655536,60.16951199628004,20.39964768560953,6.38039928964253,6.013190307057745,11.693686984417965,41.961431599450044,45.35496390925756,,1.2610595946131837,,2.452348157149714,7.542579162349803,0.2090761240428834,,1.7861102383587555,7.4821629592672885,45.35496390925756,0.20971556365562966,1.314294534188147,,,,16.988840839751287,2.8993141457440292,,1.2432486550070416,0.9055401282586302,0.6797464942541055,279.0,Mitsubishi Heavy Industries,Industrials,Asia,Value,2025-10-17
